decision_id,company_name,drug_brand,decision_date,application_number,crosscheck_status,openfda_sponsor_name,openfda_brand_name,openfda_decision_date,openfda_source_url,detail
D375,"Neurocrine Biosciences, Inc.",Ongentys,2020-04-24,212489,MATCH_DATE_ONLY,AMNEAL,ONGENTYS,2020-04-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212489,"date and brand agree; sponsor wording differs (master 'Neurocrine Biosciences, Inc.' vs openFDA 'AMNEAL') — ownership change or legal-entity name"
D374,Novartis AG,Tabrecta,2020-05-06,213591,MATCH,NOVARTIS PHARM,TABRECTA,2020-05-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213591,"date, brand and sponsor all agree with openFDA"
D305,Eli Lilly and Company (via Loxo Oncology),Retevmo,2020-05-08,213246,MATCH,ELI LILLY AND CO,RETEVMO,2020-05-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213246,"date, brand and sponsor all agree with openFDA"
D373,Deciphera Pharmaceuticals (acquired by Ono 2024),Qinlock,2020-05-15,213973,MATCH,DECIPHERA PHARMS,QINLOCK,2020-05-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213973,"date, brand and sponsor all agree with openFDA"
D372,GE HealthCare (GE at approval; spun off 2023),Cerianna,2020-05-20,212155,MATCH,GE HEALTHCARE,CERIANNA,2020-05-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212155,"date, brand and sponsor all agree with openFDA"
D371,Amivas LLC (private),Artesunate,2020-05-26,213036,MATCH,AMIVAS,ARTESUNATE,2020-05-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213036,"date, brand and sponsor all agree with openFDA"
D370,Avid Radiopharmaceuticals (Eli Lilly),Tauvid,2020-05-28,212123,MATCH,AVID RADIOPHARMS INC,TAUVID,2020-05-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212123,"date, brand and sponsor all agree with openFDA"
D369,"Viela Bio, Inc.",Uplizna,2020-06-11,761142,MATCH,VIELA BIO,UPLIZNA,2020-06-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761142,"date, brand and sponsor all agree with openFDA"
D368,Jazz Pharmaceuticals plc,Zepzelca,2020-06-15,213702,MATCH,JAZZ,ZEPZELCA,2020-06-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213702,"date, brand and sponsor all agree with openFDA"
D367,Ultragenyx Pharmaceutical Inc.,Dojolvi,2020-06-30,213687,MATCH,ULTRAGENYX PHARM INC,DOJOLVI,2020-06-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213687,"date, brand and sponsor all agree with openFDA"
D365,ViiV Healthcare (GSK group),Rukobia,2020-07-02,212950,MATCH,VIIV HLTHCARE,RUKOBIA,2020-07-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212950,"date, brand and sponsor all agree with openFDA"
D366,Acacia Pharma Group (licensed US remimazolam rights; Merck KGaA 2022),Byfavo,2020-07-02,212295,MATCH,ACACIA,BYFAVO,2020-07-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212295,"date, brand and sponsor all agree with openFDA"
D364,"Taiho Oncology, Inc. (Otsuka Holdings group)",Inqovi,2020-07-07,212576,MATCH,TAIHO ONCOLOGY,INQOVI,2020-07-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212576,"date, brand and sponsor all agree with openFDA"
D363,"LNHC, Inc. (Ferndale/Medimetriks lineage, private)",Xeglyze,2020-07-24,206966,MATCH,LNHC,XEGLYZE,2020-07-24,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206966,"date, brand and sponsor all agree with openFDA"
D362,MorphoSys (Novartis 2024),Monjuvi,2020-07-31,761163,MATCH,MORPHOSYS US INC,MONJUVI,2020-07-31,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761163,"date, brand and sponsor all agree with openFDA"
D306,GSK plc,Blenrep,2020-08-05,,NO_APPL_NUMBER,,,,,master row cites no Drugs@FDA application number; cannot machine-cross-check
D361,Bayer AG (Bayer HealthCare),Lampit,2020-08-06,213464,MATCH,BAYER HEALTHCARE,LAMPIT,2020-08-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213464,"date, brand and sponsor all agree with openFDA"
D307,"Roche (Genentech, Inc.)",Evrysdi,2020-08-07,213535,MATCH,GENENTECH INC,EVRYSDI,2020-08-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213535,"date, brand and sponsor all agree with openFDA"
D360,"Trevena, Inc.",Olinvyk,2020-08-07,210730,MATCH,TREVENA,OLINVYK,2020-08-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210730,"date, brand and sponsor all agree with openFDA"
D359,"Nippon Shinyaku Co., Ltd.",Viltepso,2020-08-12,212154,MATCH,NIPPON SHINYAKU,VILTEPSO,2020-08-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212154,"date, brand and sponsor all agree with openFDA"
D358,"Genentech, Inc. (Roche group)",Enspryng,2020-08-14,761149,MATCH,GENENTECH,ENSPRYNG,2020-08-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761149,"date, brand and sponsor all agree with openFDA"
D357,Sun Pharmaceutical Industries Ltd.,Winlevi,2020-08-26,213433,MATCH,SUN PHARM,WINLEVI,2020-08-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213433,"date, brand and sponsor all agree with openFDA"
D356,Novo Nordisk A/S,Sogroya,2020-08-28,761156,MATCH,NOVO NORDISK INC,SOGROYA,2020-08-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761156,"date, brand and sponsor all agree with openFDA"
D355,Curium Pharma,Detectnet,2020-09-03,213227,MATCH,CURIUM,DETECTNET,2020-09-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213227,"date, brand and sponsor all agree with openFDA"
D354,Blueprint Medicines Corporation,Gavreto,2020-09-04,213721,MATCH_DATE_ONLY,RIGEL PHARMS,GAVRETO,2020-09-04,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213721,date and brand agree; sponsor wording differs (master 'Blueprint Medicines Corporation' vs openFDA 'RIGEL PHARMS') — ownership change or legal-entity name
D353,"Regeneron Pharmaceuticals, Inc.",Inmazeb,2020-10-14,761169,MATCH,REGENERON PHARMACEUTICALS,INMAZEB,2020-10-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761169,"date, brand and sponsor all agree with openFDA"
D308,"Gilead Sciences, Inc.",Veklury,2020-10-22,214787,MATCH,GILEAD SCIENCES INC,VEKLURY,2020-10-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214787,"date, brand and sponsor all agree with openFDA"
D352,"Eiger BioPharmaceuticals, Inc.",Zokinvy,2020-11-20,213969,MATCH_DATE_ONLY,SENTYNL THERAPS INC,ZOKINVY,2020-11-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213969,"date and brand agree; sponsor wording differs (master 'Eiger BioPharmaceuticals, Inc.' vs openFDA 'SENTYNL THERAPS INC') — ownership change or legal-entity name"
D309,"Alnylam Pharmaceuticals, Inc.",Oxlumo,2020-11-23,214103,MATCH,ALNYLAM PHARMS INC,OXLUMO,2020-11-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214103,"date, brand and sponsor all agree with openFDA"
D310,"Rhythm Pharmaceuticals, Inc.",Imcivree,2020-11-25,213793,MATCH,RHYTHM,IMCIVREE,2020-11-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213793,"date, brand and sponsor all agree with openFDA"
D351,Y-mAbs Therapeutics,Danyelza,2020-11-25,761171,MATCH,Y-MABS THERAPEUTICS INC,DANYELZA,2020-11-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761171,"date, brand and sponsor all agree with openFDA"
D350,"University of California, Los Angeles (non-profit radiopharmacy)",Gallium 68 PSMA-11,2020-12-01,212642,MATCH,UNIV CA LOS ANGELES,GALLIUM GA-68 PSMA-11,2020-12-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212642,"date, brand and sponsor all agree with openFDA"
D349,"BioCryst Pharmaceuticals, Inc.",Orladeyo,2020-12-03,214094,MATCH,BIOCRYST,ORLADEYO,2020-12-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214094,"date, brand and sponsor all agree with openFDA"
D348,"Almirall, S.A.",Klisyri,2020-12-14,213189,MATCH,ALMIRALL,KLISYRI,2020-12-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213189,"date, brand and sponsor all agree with openFDA"
D347,MacroGenics,Margenza,2020-12-16,761150,MATCH_DATE_ONLY,TERSERA THERAPEUTICS LLC,MARGENZA,2020-12-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761150,date and brand agree; sponsor wording differs (master 'MacroGenics' vs openFDA 'TERSERA THERAPEUTICS LLC') — ownership change or legal-entity name
D101,Merck & Co. (US) / Bayer AG (ex-US),Verquvo,2021-01-19,214377,MATCH_DATE_ONLY,MSD,VERQUVO,2021-01-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214377,date and brand agree; sponsor wording differs (master 'Merck & Co. (US) / Bayer AG (ex-US)' vs openFDA 'MSD') — ownership change or legal-entity name
D102,ViiV Healthcare (GSK plc),Cabenuva,2021-01-21,212888,MATCH,VIIV HLTHCARE,CABENUVA,2021-01-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212888,"date, brand and sponsor all agree with openFDA"
D103,Aurinia Pharmaceuticals,Lupkynis,2021-01-22,213716,MATCH,AURINIA,LUPKYNIS,2021-01-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213716,"date, brand and sponsor all agree with openFDA"
D104,Merck KGaA (EMD Serono),Tepmetko,2021-02-03,214096,MATCH,EMD SERONO INC,TEPMETKO,2021-02-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214096,"date, brand and sponsor all agree with openFDA"
D105,TG Therapeutics,Ukoniq,2021-02-05,213176,MATCH,TG THERAPS,UKONIQ,2021-02-05,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213176,"date, brand and sponsor all agree with openFDA"
D106,Regeneron Pharmaceuticals,Evkeeza,2021-02-11,761181,MATCH,REGENERON PHARMACEUTICALS,EVKEEZA,2021-02-11,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761181,"date, brand and sponsor all agree with openFDA"
D107,Pharmacosmos Group (current holder) / G1 Therapeutics (applicant at approval),Cosela,2021-02-12,214200,MATCH,PHARMACOSMOS,COSELA,2021-02-12,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214200,"date, brand and sponsor all agree with openFDA"
D108,Sarepta Therapeutics,Amondys 45,2021-02-25,213026,MATCH,SAREPTA THERAPS INC,AMONDYS 45,2021-02-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213026,"date, brand and sponsor all agree with openFDA"
D241,Oncopeptides AB (applicant at approval),Pepaxto,2021-02-26,214383,NOT_IN_OPENFDA,,,,,"no ORIG/AP record for application 214383 in the committed openFDA payloads (legacy BLA, transferred application, or year not yet fetched)"
D242,"Sentynl Therapeutics, Inc.",Nulibry,2021-02-26,214018,MATCH,SENTYNL THERAPS INC,NULIBRY,2021-02-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214018,"date, brand and sponsor all agree with openFDA"
D240,"Commave Therapeutics (Corium, Inc.)",Azstarys,2021-03-02,212994,MATCH,COMMAVE SUB,AZSTARYS,2021-03-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212994,"date, brand and sponsor all agree with openFDA"
D239,"AVEO Pharmaceuticals, Inc. (acquired by LG Chem, 2023)",Fotivda,2021-03-10,212904,MATCH,AVEO PHARMS,FOTIVDA,2021-03-10,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212904,"date, brand and sponsor all agree with openFDA"
D238,"Vanda Pharmaceuticals Inc. (current holder) / Janssen (Actelion, orig. developer)",Ponvory,2021-03-18,213498,MATCH,VANDA PHARMS INC,PONVORY,2021-03-18,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213498,"date, brand and sponsor all agree with openFDA"
D237,Zealand Pharma A/S,Zegalogue,2021-03-22,214231,MATCH,ZEALAND PHARMA,ZEGALOGUE,2021-03-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214231,"date, brand and sponsor all agree with openFDA"
D236,"Supernus Pharmaceuticals, Inc.",Qelbree,2021-04-02,211964,MATCH,SUPERNUS PHARMS,QELBREE,2021-04-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211964,"date, brand and sponsor all agree with openFDA"
D235,Mayne Pharma Group Limited,Nextstellis,2021-04-15,214154,MATCH,MAYNE PHARMA,NEXTSTELLIS,2021-04-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214154,"date, brand and sponsor all agree with openFDA"
D234,GlaxoSmithKline plc,Jemperli,2021-04-22,761174,MATCH,GLAXOSMITHKLINE,JEMPERLI,2021-04-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761174,"date, brand and sponsor all agree with openFDA"
D233,ADC Therapeutics SA,Zynlonta,2021-04-23,761196,MATCH,ADC Therapeutics SA,ZYNLONTA,2021-04-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761196,"date, brand and sponsor all agree with openFDA"
D232,"Apellis Pharmaceuticals, Inc.",Empaveli,2021-05-14,215014,MATCH,APELLIS PHARMS,EMPAVELI,2021-05-14,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215014,"date, brand and sponsor all agree with openFDA"
D231,Johnson & Johnson (Janssen Biotech),Rybrevant,2021-05-21,761210,MATCH,JANSSEN BIOTECH,RYBREVANT,2021-05-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761210,"date, brand and sponsor all agree with openFDA"
D230,"Lantheus Holdings, Inc. (via Progenics Pharmaceuticals)",Pylarify,2021-05-26,214793,MATCH,PROGENICS PHARMS INC,PYLARIFY,2021-05-26,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214793,"date, brand and sponsor all agree with openFDA"
D227,Alkermes plc,Lybalvi,2021-05-28,213378,MATCH,ALKERMES INC,LYBALVI,2021-05-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213378,"date, brand and sponsor all agree with openFDA"
D228,Helsinn Healthcare SA / QED Therapeutics (BridgeBio),Truseltiq,2021-05-28,214622,MATCH,HELSINN HLTHCARE,TRUSELTIQ,2021-05-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214622,"date, brand and sponsor all agree with openFDA"
D229,Amgen Inc.,Lumakras,2021-05-28,214665,MATCH,AMGEN INC,LUMAKRAS,2021-05-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214665,"date, brand and sponsor all agree with openFDA"
D226,"GlaxoSmithKline plc (applicant of record) / SCYNEXIS, Inc. (orig. developer)",Brexafemme,2021-06-01,214900,MATCH,GLAXOSMITHKLINE,BREXAFEMME,2021-06-01,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214900,"date, brand and sponsor all agree with openFDA"
D225,Biogen Inc.,Aduhelm,2021-06-07,761178,MATCH,BIOGEN INC,ADUHELM,2021-06-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761178,"date, brand and sponsor all agree with openFDA"
D224,Jazz Pharmaceuticals plc,Rylaze,2021-06-30,761179,MATCH,JAZZ PHARMS,RYLAZE,2021-06-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761179,"date, brand and sponsor all agree with openFDA"
D223,Bayer AG,Kerendia,2021-07-09,215341,MATCH,BAYER HLTHCARE,KERENDIA,2021-07-09,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215341,"date, brand and sponsor all agree with openFDA"
D221,"Kadmon Holdings, Inc. (acquired by Sanofi, Nov 2021)",Rezurock,2021-07-16,214783,MATCH,KADMON PHARMS LLC,REZUROCK,2021-07-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214783,"date, brand and sponsor all agree with openFDA"
D222,Sanofi,Fexinidazole,2021-07-16,214429,MATCH,SANOFI,FEXINIDAZOLE,2021-07-16,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214429,"date, brand and sponsor all agree with openFDA"
D220,Ipsen S.A.,Bylvay,2021-07-20,215498,MATCH,IPSEN,BYLVAY,2021-07-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215498,"date, brand and sponsor all agree with openFDA"
D219,AstraZeneca plc,Saphnelo,2021-07-30,761123,MATCH,ASTRAZENECA AB,SAPHNELO,2021-07-30,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761123,"date, brand and sponsor all agree with openFDA"
D218,Sanofi (Genzyme Corporation),Nexviazyme,2021-08-06,761194,MATCH,GENZYME CORP,NEXVIAZYME,2021-08-06,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761194,"date, brand and sponsor all agree with openFDA"
D217,"Merck & Co., Inc.",Welireg,2021-08-13,215383,MATCH,MERCK SHARP DOHME,WELIREG,2021-08-13,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215383,"date, brand and sponsor all agree with openFDA"
D216,"Vifor Pharma (acquired by CSL, Aug 2022)",Korsuva,2021-08-23,214916,MATCH,VIFOR INTL,KORSUVA,2021-08-23,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214916,"date, brand and sponsor all agree with openFDA"
D215,Ascendis Pharma A/S,Skytrofa,2021-08-25,761177,MATCH,ASCENDIS PHARMA ENCOCRINOLOGY DIV A/S,SKYTROFA,2021-08-25,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761177,"date, brand and sponsor all agree with openFDA"
D214,Takeda Pharmaceutical Company Limited,Exkivity,2021-09-15,215310,MATCH,TAKEDA PHARMS USA,EXKIVITY,2021-09-15,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215310,"date, brand and sponsor all agree with openFDA"
D213,"Seagen Inc. (acquired by Pfizer, Dec 2023)",Tivdak,2021-09-20,761208,MATCH,SEAGEN,TIVDAK,2021-09-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761208,"date, brand and sponsor all agree with openFDA"
D212,AbbVie Inc.,Qulipta,2021-09-28,215206,MATCH,ABBVIE,QULIPTA,2021-09-28,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215206,"date, brand and sponsor all agree with openFDA"
