decision_id,year,application_number,application_kind,company_name,openfda_sponsor_name,ticker,exchange,sponsor_resolution_basis,drug_brand,drug_generic,product_details,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,source_url_1,source_url_2,source_url_3,payload_file,payload_sha256_prefix,verification_status,us_investable_class,notes
V27-NDA020715-2000-06-15,2000,NDA020715,NDA,VERITY,VERITY,,,UNRESOLVED - no exact match for VERITY; blank beats guessed,TRELSTAR,TRIPTORELIN PAMOATE,TRELSTAR (INJECTABLE INTRAMUSCULAR),Original Approval (Type 1 - New Molecular Entity),2000-06-15,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020715,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020715""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA020715 approved 2000-06-15, brand TRELSTAR, type Type 1 - New Molecular Entity, sponsor VERITY. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA020883-2000-06-30,2000,NDA020883,NDA,SANDOZ,SANDOZ,,,UNRESOLVED - no exact match for SANDOZ; blank beats guessed,ARGATROBAN,,ARGATROBAN (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2000-06-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020883,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020883""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA020883 approved 2000-06-30, brand ARGATROBAN, type Type 1 - New Molecular Entity, sponsor SANDOZ. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA020484-2000-07-14,2000,NDA020484,NDA,LEO PHARMA AS,LEO PHARMA AS,,,UNRESOLVED - no exact match for LEO PHARMA AS; blank beats guessed,INNOHEP,,INNOHEP (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2000-07-14,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020484,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020484""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA020484 approved 2000-07-14, brand INNOHEP, type Type 1 - New Molecular Entity, sponsor LEO PHARMA AS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA020610-2000-07-18,2000,NDA020610,NDA,VALEANT PHARMS INTL,VALEANT PHARMS INTL,,,UNRESOLVED - no exact match for VALEANT PHARMS INTL; blank beats guessed,COLAZAL,,COLAZAL (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity),2000-07-18,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020610,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020610""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA020610 approved 2000-07-18, brand COLAZAL, type Type 1 - New Molecular Entity, sponsor VALEANT PHARMS INTL. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA020941-2000-07-25,2000,NDA020941,NDA,HALEON US HOLDINGS,HALEON US HOLDINGS,,,UNRESOLVED - no exact match for HALEON US HOLDINGS; blank beats guessed,ABREVA,DOCOSANOL,ABREVA (CREAM TOPICAL),Original Approval (Type 1 - New Molecular Entity),2000-07-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020941,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020941""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA020941 approved 2000-07-25, brand ABREVA, type Type 1 - New Molecular Entity, sponsor HALEON US HOLDINGS. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA021214-2000-08-03,2000,NDA021214,NDA,SUCAMPO PHARMA LLC,SUCAMPO PHARMA LLC,,,UNRESOLVED - no exact match for SUCAMPO PHARMA LLC; blank beats guessed,RESCULA,,RESCULA (SOLUTION/DROPS OPHTHALMIC),Original Approval (Type 1 - New Molecular Entity),2000-08-03,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021214,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021214""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA021214 approved 2000-08-03, brand RESCULA, type Type 1 - New Molecular Entity, sponsor SUCAMPO PHARMA LLC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA021197-2000-08-11,2000,NDA021197,NDA,EMD SERONO INC,EMD SERONO INC,,,UNRESOLVED - no exact match for EMD SERONO INC; blank beats guessed,CETROTIDE,CETRORELIX ACETATE,CETROTIDE (POWDER SUBCUTANEOUS); CETROTIDE (POWDER SUBCUTANEOUS),Original Approval (Type 1 - New Molecular Entity),2000-08-11,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021197,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021197""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA021197 approved 2000-08-11, brand CETROTIDE, type Type 1 - New Molecular Entity, sponsor EMD SERONO INC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA021226-2000-09-15,2000,NDA021226,NDA,ABBVIE,ABBVIE,,,UNRESOLVED - no exact match for ABBVIE; blank beats guessed,KALETRA,,KALETRA (CAPSULE ORAL),Original Approval (Type 1 - New Molecular Entity and Type 4 - New Combination),2000-09-15,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021226,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021226""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA021226 approved 2000-09-15, brand KALETRA, type Type 1 - New Molecular Entity and Type 4 - New Combination, sponsor ABBVIE. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA021248-2000-09-25,2000,NDA021248,NDA,CEPHALON,CEPHALON,,,UNRESOLVED - no exact match for CEPHALON; blank beats guessed,TRISENOX,ARSENIC TRIOXIDE,TRISENOX (INJECTABLE INJECTION); TRISENOX (INJECTABLE INJECTION),Original Approval (Type 1 - New Molecular Entity),2000-09-25,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021248,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA021248""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA021248 approved 2000-09-25, brand TRISENOX, type Type 1 - New Molecular Entity, sponsor CEPHALON. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-NDA020687-2000-09-28,2000,NDA020687,NDA,DANCO LABS LLC,DANCO LABS LLC,,,UNRESOLVED - no exact match for DANCO LABS LLC; blank beats guessed,MIFEPREX,,MIFEPREX (TABLET ORAL),Original Approval (Type 1 - New Molecular Entity),2000-09-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020687,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA020687""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: NDA020687 approved 2000-09-28, brand MIFEPREX, type Type 1 - New Molecular Entity, sponsor DANCO LABS LLC. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
V27-BLA103846-2000-12-08,2000,BLA103846,BLA,ELAN PHARM,ELAN PHARM,,,UNRESOLVED - no exact match for ELAN PHARM; blank beats guessed,MYOBLOC,RIMABOTULINUMTOXINB,MYOBLOC (VIAL ),Original Approval (Type 1 - New Molecular Entity),2000-12-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103846,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA103846""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=1000",data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json,63089e086fba,"Verified - verbatim from committed openFDA payload, SHA-checked",UNRESOLVED - requires ticker verification,"V27 verified 2000-2026 expansion: BLA103846 approved 2000-12-08, brand MYOBLOC, type Type 1 - New Molecular Entity, sponsor ELAN PHARM. Payload data/raw/openfda_orig_decisions_2011_2026/decisions_2000.json SHA prefix 63089e086fba. Official Drugs@FDA link + replayable openFDA query provided for manual review. Ticker blank beats guessed."
