audit_id,year,application_number,application_kind,drug_brand,drug_generic,openfda_holder,payload_decision_date,payload_class_code,payload_class_description,payload_review_priority,tracked_in,tracked_row_id,tracked_table_date,tracked_table_class,tracked_table_priority,date_agreement,class_agreement,priority_agreement,matched_via,verdict,review_flag,source_url_drugsatfda,source_query_url
F1984-092,1984,NDA019083,NDA,THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE 80MG/100ML,B BRAUN,1984-11-07,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019083,1984-11-07,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019083,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-093,1984,NDA019212,NDA,THEOPHYLLINE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE 400MG/100ML,B BRAUN,1984-11-07,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019212,1984-11-07,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019212,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-094,1984,NDA018257,NDA,TONOCARD,TOCAINIDE HYDROCHLORIDE 400MG,ASTRAZENECA,1984-11-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-08,1984-11-09,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018257,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-095,1984,NDA018680,NDA,PARAGARD T 380A,COPPER,COOPERSURGICAL,1984-11-15,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018680,1984-11-15,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018680,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-096,1984,NDA018932,NDA,REVIA,NALTREXONE HYDROCHLORIDE 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TEVA WOMENS,1984-11-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-03,1984-11-20,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018932,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-097,1984,NDA018883,NDA,DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE",FRESENIUS MEDCL,1984-11-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018883,1984-11-30,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018883,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-098,1984,NDA018924,NDA,AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,AMINOPHYLLINE 200MG/100ML,HOSPIRA,1984-12-12,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018924,1984-12-12,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018924,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-099,1984,NDA019048,NDA,DESOWEN,DESONIDE 0.05%,GALDERMA LABS LP,1984-12-14,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019048,1984-12-14,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019048,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-100,1984,NDA019211,NDA,THEOPHYLLINE IN DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE 320MG/100ML,HOSPIRA INC,1984-12-14,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019211,1984-12-14,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019211,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-101,1984,NDA050585,NDA,ROCEPHIN KIT,"CEFTRIAXONE SODIUM EQ 1GM BASE/VIAL,N/A; LIDOCAINE N/A,1%",HOFFMANN LA ROCHE,1984-12-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1984-04,1984-12-21,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050585,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-102,1984,NDA019125,NDA,DYNA-HEX 4,CHLORHEXIDINE GLUCONATE,XTTRIUM,1984-12-24,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019125,1984-12-24,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019125,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-103,1984,NDA019127,NDA,EXIDINE,CHLORHEXIDINE GLUCONATE,XTTRIUM,1984-12-24,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019127,1984-12-24,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019127,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-104,1984,NDA019025,NDA,ISOLYTE P W/ DEXTROSE 5% IN PLASTIC CONTAINER,"DEXTROSE 5GM/100ML; MAGNESIUM CHLORIDE 31MG/100ML; POTASSIUM CHLORIDE 130MG/100ML; POTASSIUM PHOSPHATE, DIBASIC 26MG/100ML; SODIUM ACETATE 320MG/100ML",B BRAUN,1984-12-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019025,1984-12-27,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019025,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-105,1984,NDA018289,NDA,NEPHROFLOW,IODOHIPPURATE SODIUM I-123 1mCi/ML,GE HEALTHCARE,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-20,1984-12-28,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018289,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=1000"
F1984-106,1984,NDA018770,NDA,TORNALATE,BITOLTEROL MESYLATE 0.37MG/INH,SANOFI AVENTIS US,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-21,1984-12-28,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018770,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-107,1984,NDA018917,NDA,SECTRAL,ACEBUTOLOL HYDROCHLORIDE EQ 400MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PROMIUS PHARMA,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-02,1984-12-28,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018917,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-108,1984,NDA018303,NDA,LOPRESSOR HCT,HYDROCHLOROTHIAZIDE 50MG; METOPROLOL TARTRATE 100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,VALIDUS PHARMS,1984-12-31,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018303,1984-12-31,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018303,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1984-109,1984,NDA018719,NDA,MODRASTANE,TRILOSTANE 30MG,BIOENVISION,1984-12-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1984-22,1984-12-31,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018719,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19840101%20TO%2019841231]&limit=1000&skip=0"
F1985-001,1985,NDA050584,NDA,AKNE-MYCIN,ERYTHROMYCIN 2%,BAUSCH,1985-01-10,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050584,1985-01-10,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050584,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-002,1985,NDA019115,NDA,FENTANYL CITRATE,FENTANYL CITRATE,HOSPIRA,1985-01-12,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019115,1985-01-12,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019115,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-003,1985,NDA018594,NDA,TOPICORT,DESOXIMETASONE,TARO,1985-01-17,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018594,1985-01-17,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018594,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-004,1985,NDA018828,NDA,ZOVIRAX,ACYCLOVIR 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,PHARMOBEDIENT,1985-01-25,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018828,1985-01-25,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018828,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-005,1985,NDA019346,NDA,DEXTROSE 60% IN PLASTIC CONTAINER,DEXTROSE 60GM/100ML,HOSPIRA,1985-01-25,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019346,1985-01-25,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019346,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-006,1985,NDA019345,NDA,DEXTROSE 30% IN PLASTIC CONTAINER,DEXTROSE,OTSUKA ICU MEDCL,1985-01-26,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019345,1985-01-26,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019345,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-007,1985,NDA018878,NDA,INDOCIN,INDOMETHACIN SODIUM EQ 1MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,RECORDATI RARE,1985-01-30,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018878,1985-01-30,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018878,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-008,1985,NDA018911,NDA,"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%","HEPARIN SODIUM 10,000 UNITS/100ML",HOSPIRA,1985-01-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018911,1985-01-30,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018911,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-009,1985,NDA050594,NDA,ERYCETTE,ERYTHROMYCIN 2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,JOHNSON AND JOHNSON,1985-02-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA050594,1985-02-15,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050594,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-010,1985,NDA018843,NDA,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE 12MG; PSEUDOEPHEDRINE HYDROCHLORIDE 120MG,GRAHAM DM,1985-03-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018843,1985-03-18,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018843,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-011,1985,NDA018000,NDA,BRICANYL,TERBUTALINE SULFATE 0.2MG/INH,SANOFI AVENTIS US,1985-03-19,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018000,1985-03-19,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018000,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-012,1985,NDA018844,NDA,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE 8MG; PSEUDOEPHEDRINE HYDROCHLORIDE 120MG,GRAHAM DM,1985-03-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018844,1985-03-20,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018844,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-013,1985,NDA019339,NDA,"HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM,HOSPIRA,1985-03-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019339,1985-03-27,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019339,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-014,1985,NDA019042,NDA,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","HEPARIN SODIUM 1,000 UNITS/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**",B BRAUN,1985-03-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019042,1985-03-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019042,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-015,1985,NDA019134,NDA,"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER","HEPARIN SODIUM 5,000 UNITS/100ML",B BRAUN,1985-03-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019134,1985-03-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019134,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-016,1985,NDA019135,NDA,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","HEPARIN SODIUM 5,000 UNITS/100ML",B BRAUN,1985-03-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019135,1985-03-29,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019135,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-017,1985,NDA019185,NDA,OXYTOCIN 10 USP UNITS IN DEXTROSE 5%,OXYTOCIN 2USP UNITS/100ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ABBOTT,1985-03-29,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019185,1985-03-29,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019185,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-018,1985,NDA050590,NDA,TIMENTIN,CLAVULANATE POTASSIUM EQ 1GM BASE/VIAL; TICARCILLIN DISODIUM EQ 30GM BASE/VIAL,GLAXOSMITHKLINE,1985-04-01,TYPE 4,Type 4 - New Combination,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA050590,1985-04-01,TYPE 4,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050590,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
F1985-019,1985,NDA019308,NDA,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,"POTASSIUM CHLORIDE, DEXTROSE MONOHYDRATE AND SODIUM CHLORIDE",BAXTER HLTHCARE,1985-04-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019308,1985-04-05,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019308,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-020,1985,NDA019367,NDA,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE",BAXTER HLTHCARE,1985-04-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA019367,1985-04-05,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019367,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=1000"
F1985-021,1985,NDA019010,NDA,LUPRON,LEUPROLIDE ACETATE 14MG/2.8ML (1MG/0.2ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ABBVIE ENDOCRINE INC,1985-04-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,fda_decisions_master.csv,D1029,1985-04-09,(not asserted in master),Priority,YES,NOT_ASSERTED_IN_TRACKING_TABLE,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019010,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19850101%20TO%2019851231]&limit=1000&skip=0"
