supplement_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,submission_number,decision_type,decision_date,review_priority,submission_property_type,pharm_class_epc,route,approval_letter_url,label_url,source_url_drugsatfda,source_query_url,verification_status,sponsor_resolution_basis,notes
S2000-BLA020563-10,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,INSULIN LISPRO,INSULIN LISPRO,BLA020563,10,Efficacy Supplement Approval,2000-04-04,UNKNOWN,,Insulin Analog [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20563S10-11-12-13LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20563S10-11-12-13LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020563,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-BLA020563-11,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,INSULIN LISPRO,INSULIN LISPRO,BLA020563,11,Efficacy Supplement Approval,2000-04-04,STANDARD,,Insulin Analog [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20563S10-11-12-13LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20563S10-11-12-13LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020563,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-BLA020563-12,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,INSULIN LISPRO,INSULIN LISPRO,BLA020563,12,Efficacy Supplement Approval,2000-04-04,STANDARD,,Insulin Analog [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20563S10-11-12-13LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20563S10-11-12-13LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020563,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-BLA020563-13,Eli Lilly and Company,LILLY,LLY,NYSE,US-LISTED,INSULIN LISPRO,INSULIN LISPRO,BLA020563,13,Efficacy Supplement Approval,2000-04-04,STANDARD,,Insulin Analog [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20563S10-11-12-13LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20563S10-11-12-13LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020563,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA019520-18,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,TRAVASOL 4.25% IN DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE,NDA019520,18,Efficacy Supplement Approval,2000-04-12,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19520S18LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019520,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020147-6,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 15% IN PLASTIC CONTAINER,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",NDA020147,6,Efficacy Supplement Approval,2000-04-12,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20147S06LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020147,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020678-3,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,CLINIMIX E,"LEUCINE, PHENYLALANINE, LYSINE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, SERINE, TYROSINE, DIBASIC POTASSIUM PHOSPHATE, MAGNESIUM CHLORIDE, SODIUM CHLORIDE, CALCIUM CHLORIDE, DEXTROSE",NDA020678,3,Efficacy Supplement Approval,2000-04-12,STANDARD,,Amino Acid [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20678S03LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020678,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020734-3,Baxter International Inc.,BAXTER HLTHCARE,BAX,NYSE,US-LISTED,CLINIMIX,"LEUCINE, PHENYLALANINE, LYSINE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, SERINE, TYROSINE, DEXTROSE",NDA020734,3,Efficacy Supplement Approval,2000-04-12,STANDARD,,Amino Acid [EPC],INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20734S03LTR.PDF,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020734,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020793-1,Hikma Pharmaceuticals PLC,HIKMA,NO_US_TICKER,LSE,NON-US LISTING ONLY,CAFFEINE CITRATE,CAFFEINE CITRATE,NDA020793,1,Efficacy Supplement Approval,2000-04-12,STANDARD,,,INTRAVENOUS,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20793s1ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20793s1lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020793,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-BLA019676-16,Roche Holding AG,GENENTECH,NO_US_TICKER,SIX,NON-US LISTING ONLY,NUTROPIN,SOMATROPIN [rDNA origin],BLA019676,16,Efficacy Supplement Approval,2000-04-13,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/19676S16LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/19-676S016_Nutropin_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=019676,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-BLA020522-13,Roche Holding AG,GENENTECH,NO_US_TICKER,SIX,NON-US LISTING ONLY,NUTROPIN AQ PEN,SOMATROPIN,BLA020522,13,Efficacy Supplement Approval,2000-04-13,STANDARD,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20522S13LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-522S013_Somatropin_prntlbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020522,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020444-3,GlaxoSmithKline plc,GLAXOSMITHKLINE LLC,GSK,NYSE,US-LISTED,FLOLAN,EPOPROSTENOL SODIUM,NDA020444,3,Efficacy Supplement Approval,2000-04-14,PRIORITY,,,,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20444S03LTR.PDF,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20444S03LBL.PDF,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020444,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020835-1,APIL,APIL,UNRESOLVED,,UNRESOLVED (REVIEW),ACTONEL,RISEDRONATE SODIUM,NDA020835,1,Efficacy Supplement Approval,2000-04-14,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20835s1-2-3-4ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20835s1s2s3s4lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020835,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'apil',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020835-2,APIL,APIL,UNRESOLVED,,UNRESOLVED (REVIEW),ACTONEL,RISEDRONATE SODIUM,NDA020835,2,Efficacy Supplement Approval,2000-04-14,UNKNOWN,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20835s1-2-3-4ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20835s1s2s3s4lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020835,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'apil',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020835-3,APIL,APIL,UNRESOLVED,,UNRESOLVED (REVIEW),ACTONEL,RISEDRONATE SODIUM,NDA020835,3,Efficacy Supplement Approval,2000-04-14,UNKNOWN,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20835s1-2-3-4ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20835s1s2s3s4lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020835,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'apil',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
S2000-NDA020835-4,APIL,APIL,UNRESOLVED,,UNRESOLVED (REVIEW),ACTONEL,RISEDRONATE SODIUM,NDA020835,4,Efficacy Supplement Approval,2000-04-14,PRIORITY,,,ORAL,http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20835s1-2-3-4ltr.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20835s1s2s3s4lbl.pdf,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020835,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""SUPPL""%20AND%20submissions.submission_class_code:""EFFICACY""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20000101%20TO%2020001231]&limit=1000&skip=0",Verified - FDA approval letter,no sponsor_registry entry for 'apil',Indication text is intentionally not recorded: FDA publishes no structured indication field for supplements. Read the linked FDA approval letter / label for the approved indication.
