orig_id,company_name,openfda_sponsor_name,ticker,exchange,us_investable_class,drug_brand,drug_generic,application_number,application_kind,decision_type,decision_date,chemical_type_code,chemical_type_description,chemical_type_group,review_priority,dosage_form,route,pharm_class_epc,source_url_1,source_url_2,source_query_url,verification_status,sponsor_resolution_basis,notes
O-NDA205382,GSK plc,GLAXO GRP ENGLAND,NO_US_TICKER,,NOT US-INVESTABLE (UNVERIFIED),INCRUSE ELLIPTA,UMECLIDINIUM,NDA205382,NDA,Original Approval (non-NME),2014-04-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,POWDER,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205382,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205382""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry match: registry key 'glaxo grp' is contained in sponsor string 'glaxo grp england' (most specific consistent issuer),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA205060,AstraZeneca PLC,ASTRAZENECA,AZN,NASDAQ,US-LISTED (ADR),EPANOVA,OMEGA-3-CARBOXYLIC ACIDS 1GM CONTAINS AT LEAST 850MG OF POLYUNSATURATED FATTY ACIDS,NDA205060,NDA,Original Approval (non-NME),2014-05-05,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,CAPSULE,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205060,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205060""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA207114,AMERICAN WELDING AND GAS INC,AMERICAN WELDING AND GAS INC,UNRESOLVED,,UNRESOLVED (REVIEW),"MEDICAL AIR, USP",MEDICAL AIR N/A,NDA207114,NDA,Original Approval (non-NME),2014-05-12,MEDGAS,Medical Gas,Medical gas,UNKNOWN,GAS,INHALATION,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207114,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA207114""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: medical gas — not a biotech clinical-trial conversion; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'welding gas',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: medical gas — not a biotech clinical-trial conversion FLAGGED: sponsor not resolved to a listed security"
O-NDA204822,Novartis AG,NOVARTIS,NVS,NYSE,US-LISTED (ADR),IZBA,TRAVOPROST 0.003%,NDA204822,NDA,Original Approval (non-NME),2014-05-15,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION/DROPS,OPHTHALMIC,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204822,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204822""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA207166,RELIANT HOLDINGS LTD,RELIANT HOLDINGS LTD,UNRESOLVED,,UNRESOLVED (REVIEW),"CARBON DIOXIDE, USP",CARBON DIOXIDE,NDA207166,NDA,Original Approval (non-NME),2014-05-25,MEDGAS,Medical Gas,Medical gas,UNKNOWN,GAS,RESPIRATORY (INHALATION),Radiographic Contrast Agent [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=207166,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA207166""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: medical gas — not a biotech clinical-trial conversion; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'reliant',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: medical gas — not a biotech clinical-trial conversion FLAGGED: sponsor not resolved to a listed security"
O-NDA205488,ACERUS,ACERUS,UNRESOLVED,,UNRESOLVED (REVIEW),NATESTO,TESTOSTERONE,NDA205488,NDA,Original Approval (non-NME),2014-05-28,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,"GEL, METERED",NASAL,Androgen [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205488,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205488""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'acerus',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA205388,RAYNER SURGICAL,RAYNER SURGICAL,UNRESOLVED,,UNRESOLVED (REVIEW),OMIDRIA,PHENYLEPHRINE AND KETOROLAC,NDA205388,NDA,Original Approval (non-NME),2014-05-30,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,SOLUTION,INTRAOCULAR,alpha-1 Adrenergic Agonist [EPC]; Nonsteroidal Anti-inflammatory Drug [EPC]; Cyclooxygenase Inhibitor [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205388,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205388""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'rayner surgical',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA206352,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB,BMY,NYSE,US-LISTED,REYATAZ,ATAZANAVIR,NDA206352,NDA,Original Approval (non-NME),2014-06-02,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,POWDER,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206352,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA206352""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA204399,UPSHER SMITH LABS,UPSHER SMITH LABS,UNRESOLVED,,UNRESOLVED (REVIEW),VOGELXO,TESTOSTERONE,NDA204399,NDA,Original Approval (non-NME),2014-06-04,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,"GEL, METERED; GEL",TOPICAL,Androgen [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204399,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204399""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'upsher smith',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA205637,BDSI,BDSI,UNRESOLVED,,UNRESOLVED (REVIEW),BUNAVAIL,BUPRENORPHINE HYDROCHLORIDE EQ 4.2MG BASE; NALOXONE HYDROCHLORIDE EQ 0.7MG BASE,NDA205637,NDA,Original Approval (non-NME),2014-06-06,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,STANDARD,FILM,BUCCAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205637,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205637""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'bdsi',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA205436,Cubist Pharmaceuticals (acquired by Merck 2015),CUBIST PHARMS LLC,CBST,NASDAQ (delisted Jan 2015),FORMERLY US-LISTED (DELISTED/ACQUIRED),SIVEXTRO,TEDIZOLID PHOSPHATE,NDA205436,NDA,Original Approval (non-NME),2014-06-20,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,POWDER,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205436,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205436""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: ticker is historical (issuer since acquired/delisted),sponsor_registry match: sponsor 'cubist' is an abbreviation of registry key 'cubist acquired by merck 2015' (shortest/most direct entry),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: ticker is historical (issuer since acquired/delisted)"
O-BLA022472,MANNKIND,MANNKIND,UNRESOLVED,,UNRESOLVED (REVIEW),AFREZZA,INSULIN HUMAN,BLA022472,BLA,Original Approval (non-NME),2014-06-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,POWDER,RESPIRATORY (INHALATION),Insulin [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=022472,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""BLA022472""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'mannkind',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA204300,EXELA PHARMA,EXELA PHARMA,UNRESOLVED,,UNRESOLVED (REVIEW),VAZCULEP,PHENYLEPHRINE HYDROCHLORIDE 50MG/5ML (10MG/ML),NDA204300,NDA,Original Approval (non-NME),2014-06-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204300,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204300""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'exela',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA205776,MEDEXUS,MEDEXUS,UNRESOLVED,,UNRESOLVED (REVIEW),RASUVO,METHOTREXATE,NDA205776,NDA,Original Approval (non-NME),2014-07-10,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,SOLUTION,SUBCUTANEOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205776,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205776""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'medexus',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA206289,RISING,RISING,UNRESOLVED,,UNRESOLVED (REVIEW),ATROPINE SULFATE,ATROPINE SULFATE 1%,NDA206289,NDA,Original Approval (non-NME),2014-07-18,TYPE 7,Type 7 - Drug Already Marketed without Approved NDA,Type 7 — Already marketed without approved NDA,PRIORITY,SOLUTION/DROPS,OPHTHALMIC,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=206289,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA206289""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'rising',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA205579,"Eagle Pharmaceuticals, Inc.",EAGLE PHARMS,EGRX,NASDAQ,US-LISTED,RYANODEX,DANTROLENE SODIUM,NDA205579,NDA,Original Approval (non-NME),2014-07-22,TYPE 3,Type 3 - New Dosage Form,Type 3 — New dosage form,PRIORITY,FOR SUSPENSION,INTRAVENOUS,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205579,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205579""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA205434,Haleon plc,HALEON US HOLDINGS,HLN,NYSE,US-LISTED (ADR),FLONASE ALLERGY RELIEF,FLUTICASONE PROPIONATE,NDA205434,NDA,Original Approval (non-NME),2014-07-23,TYPE 8,Type 8 - Partial Rx to OTC Switch,Type 8 — Partial Rx-to-OTC,STANDARD,"SPRAY, METERED",NASAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205434,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205434""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA205777,PURDUE PHARMA LP,PURDUE PHARMA LP,UNRESOLVED,,UNRESOLVED (REVIEW),TARGINIQ,NALOXONE HYDROCHLORIDE 10MG; OXYCODONE HYDROCHLORIDE 20MG,NDA205777,NDA,Original Approval (non-NME),2014-07-23,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,"TABLET, EXTENDED RELEASE",ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205777,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205777""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=0",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'purdue',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA205931,CHARTWELL RX,CHARTWELL RX,UNRESOLVED,,UNRESOLVED (REVIEW),ACTICLATE,DOXYCYCLINE HYCLATE,NDA205931,NDA,Original Approval (non-NME),2014-07-25,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205931,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205931""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme; FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'chartwell rx',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme FLAGGED: sponsor not resolved to a listed security"
O-NDA205029,BPI LABS,BPI LABS,UNRESOLVED,,UNRESOLVED (REVIEW),EPINEPHRINE,EPINEPHRINE,NDA205029,NDA,Original Approval (non-NME),2014-07-29,TYPE 7,Type 7 - Drug Already Marketed without Approved NDA,Type 7 — Already marketed without approved NDA,STANDARD,SOLUTION,INTRAMUSCULAR,alpha-Adrenergic Agonist [EPC]; beta-Adrenergic Agonist [EPC]; Catecholamine [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205029,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205029""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record - FLAGGED: sponsor not resolved to a listed security,no sponsor_registry entry for 'bpi',"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. FLAGGED: sponsor not resolved to a listed security"
O-NDA204353,Johnson & Johnson,JANSSEN PHARMS,JNJ,NYSE,US-LISTED,INVOKAMET,CANAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,NDA204353,NDA,Original Approval (non-NME),2014-08-08,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,TABLET,ORAL,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=204353,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA204353""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA205625,GlaxoSmithKline plc,GLAXOSMITHKLINE,GSK,NYSE,US-LISTED,ARNUITY ELLIPTA,FLUTICASONE FUROATE,NDA205625,NDA,Original Approval (non-NME),2014-08-20,TYPE 5,Type 5 - New Formulation or New Manufacturer,Type 5 — New formulation or manufacturer,STANDARD,POWDER,RESPIRATORY (INHALATION),,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205625,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205625""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record - Type 5 may be a new manufacturer rather than a new clinical programme,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. Type 5 may be a new manufacturer rather than a new clinical programme"
O-NDA205551,GSK plc,VIIV HLTHCARE,NO_US_TICKER,,NOT US-INVESTABLE (UNVERIFIED),TRIUMEQ,"ABACAVIR SULFATE, DOLUTEGRAVIR SODIUM, LAMIVUDINE",NDA205551,NDA,Original Approval (non-NME),2014-08-22,TYPE 4,Type 4 - New Combination,Type 4 — New combination,STANDARD,TABLET,ORAL,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC]; Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=205551,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA205551""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=2000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
O-NDA200656,Fresenius SE & Co. KGaA,FRESENIUS KABI USA,FSNUY,OTC,US-LISTED (ADR),KABIVEN IN PLASTIC CONTAINER,"DEXTROSE, SOYBEAN OIL, ELECTROLYTES, LYSINE, PHENYLALANINE, LEUCINE, VALINE, THREONINE, METHIONINE, ISOLEUCINE, TRYPTOPHAN, ALANINE, ARGININE, GLYCINE, PROLINE, HISTIDINE, GLUTAMIC ACID, SERINE, ASPARTIC ACID AND TYROSINE",NDA200656,NDA,Original Approval (non-NME),2014-08-25,TYPE 2,Type 2 - New Active Ingredient,Type 2 — New active ingredient,STANDARD,EMULSION,INTRAVENOUS,Lipid Emulsion [EPC]; Amino Acid [EPC],https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=200656,"https://api.fda.gov/drug/drugsfda.json?search=application_number:""NDA200656""","https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[20140101%20TO%2020141231]&limit=1000&skip=1000",Verified - openFDA Drugs@FDA ORIG/AP record,sponsor_registry exact key match (SEC company_tickers.json / verified master lineage),"Indication text is intentionally not recorded: openFDA's original-approval extract has no structured indication field. Read the linked Drugs@FDA application record. Chemical type is FDA's submission_class_code_description, copied verbatim. "
